address,name,location,liked_food_from_review,latitude,longitude,rank
"95, Opposite Vydehi Hospital, EPIP Area, Whitefield, Bangalore",Shanghai Times,Whitefield,"['lemon pepper chicken', 'non veg combo', 'burnt garlic rice', 'chicken combo', 'lemon pepper', 'pepper chicken combo', 'veg combo', 'chicken', 'rice', 'veg', 'pepper chicken', 'garlic rice']",12.9696365,77.7497448,10596.0
"479, 1st Floor, 2nd Main, 2nd stage, Behind BDA Complex, Indiranagar, Bangalore",AhimsaAmrit Green Cafe,Indiranagar,"['veg', 'smoothie']",12.9732913,77.6404672,10596.0
"24, 5th cross, 7th Main Road, Dwarkanagar, near Pesit College, Hosakerehalli, Bangalore, Banashankari",Food Box Cafe,Banashankari,[],,,10599.0
"50, Babu Reddy Building, Santhipura Main Road, Electronic City Near DX Max Apartment, Electronic City, Bangalore",VMS Star Biriyani,Electronic City,[],12.8487599,77.64825295827616,10601.5
"82, 11th Main, 1st Stage, BTM, Bangalore",Bullet Biryani,BTM,[],12.91127585,77.60456543431182,10601.5
"2, 3rd Cross, Near Pesit College, Banashankari, Bangalore",Naveen Kabab & Biriyani Mane,Banashankari,[],12.9152208,77.573598,10601.5
"33/3, 1st Floor, Doddathogur Village, Opposite Velankani Gate 2, Electronic City, Bangalore",CakeZone,Electronic City,[],12.8487599,77.64825295827616,10601.5
"3&4, Goddalahalli, Main Road, Hennur, Bangalore",Kadai Restaurant,Hennur,[],13.0258087,77.6305067,10604.0
"Ground Floor, Prestige Tech Park, Jupiter Block, Outer Ring Road, Near Marathahalli, Marathahalli, Bangalore",The Eatery Cafe & Restaurant,Marathahalli,"['burger', 'pasta', 'chicken shawarma', 'lamb burger', 'chicken wings', 'chicken', 'shawarma']",12.9552572,77.6984163,10605.5
"60/3, Manipal County Road, Singasandra, Electronic City, Bangalore",Bhaiya Ji Food Court,Electronic City,"['paratha', 'ghee paratha', 'paneer', 'paneer paratha', 'paratha.']",12.8487599,77.64825295827616,10605.5
"54, Monarch Comforts Plaza, Ground Floor, Brigade Road, Bangalore",Subway,Brigade Road,[],12.9714852,77.6069655,10607.0
"59/3, Ground & First Floor, West Anjaneya Temple Road, Ward 49, Gandhi Bazaar, Basavanagudi, Bangalore",Burger King,Basavanagudi,"['burger', 'rice']",12.9417261,77.5755021,10608.0
"41/A, Raviranga Nilayam, 2nd Main, 3rd Cross, Vasantha Vellapa Nagar, 7th Phase, JP Nagar, Bengaluru",Advika Briyani Center,JP Nagar,[],12.9120761,77.57939318031076,10609.0
"27th Main, 2nd Sector, HSR, Bangalore",Rock View Family Restaurant,HSR,[],12.9116225,77.6388622,10611.5
"24th main, Parangipalya, 2nd Sector, Near Ambedkar Samudaya Bhavan, HSR, Bangalore",SR Biriyani Palace,HSR,[],12.9116225,77.6388622,10611.5
"27, Ground Floor, 20th Main, 5th cross, 1st Stage, BTM, Bangalore",Coal Grill & Cafe,BTM,[],12.91127585,77.60456543431182,10611.5
"13/1, 10 Cross, Hosur Road, Bommanahalli, Bangalore",FoodandSnack.com,Bommanahalli,[],12.9089453,77.6239038,10611.5
"Trifecta Adatto, 21, ITPB Main Road, Garudachar Palya, Mahadevapura, Whitefield, Bangalore",Nagas,Whitefield,[],12.9696365,77.7497448,10614.0
"1112, 30th Main,Teachers Layout, Next to SBI Bank, 3rd Stage, Banashankari, Bangalore",The Pizzeria,Banashankari,"['rice', 'pizza']",12.9152208,77.573598,10615.0
"172, Ground Floor, 10th Cross, Behind Kalamandir, Ashwath Nagar, Marathahalli, Bangalore",Kerala Mess,Marathahalli,[],12.9552572,77.6984163,10616.0
"Number 15-30, First Cross, BTM First Stage, Bangalore",Bangalore Star Biriyani,BTM,[],12.91127585,77.60456543431182,10619.5
"57/3, Velangani Main Road, oppsite HP, Doddathogur village, Electronic city Bangalore, Bengaluru",Momm's The Kitchen,Electronic City,[],12.8487599,77.64825295827616,10619.5
"42, Old Mangammanapalya Road, Popular Colony, Garvebhavi Palya, Bommanahalli, Bangalore",Hotel Tadaka House,Bommanahalli,[],12.9089453,77.6239038,10619.5
"87, Magadi Main Road, Govindraj Nagar, Opposite Raheja Apartments, Magadi Road, Bangalore",Bhanu Hindi Military Hotel,Magadi Road,[],12.975608,77.5553564,10619.5
"505/3, Gurumurthy Reddy Building, Bellandur Main Road, Near Bangalore Bazaar, Bellandur, Bangalore",RP Sweets,Bellandur,[],12.93103185,77.6782471,10619.5
"DLF Westend Heights, Akshaya Nagar, Bannerghatta Road, Bangalore",Cakes By M,Bannerghatta Road,"['plum cake', 'black forest cake', 'black forest', 'cake']",12.9521804,77.6041899,10619.5
"bhaskar reddy building, hosur main road, yellamma temple road, Electronic City, Bangalore",Prem's Biriyani,Electronic City,[],12.8487599,77.64825295827616,10623.0
"74, Bellary Road, Ganganagar, RT Nagar, Bangalore",Samrat Family Restaurant & Bar,RT Nagar,[],13.0227204,77.595715,10626.0
"Hotel Krishinton, M. S. Ramaiah Main Road, Mathikere, Yeshwantpur, Bangalore",Opel Lounge,Yeshwantpur,"['rice', 'coke']",13.02383,77.5529215,10626.0
"13, Belthur Main Road, Opposite Pyda Palms Apartments, Kagudi Post, Whitefield, Bangalore",Curry Point,Whitefield,[],12.9696365,77.7497448,10626.0
"3rd Cross Road, Next to Canara Bank Phase 1, Electronic City, Bangalore",Manasa Cool Cafe,Electronic City,[],12.8487599,77.64825295827616,10626.0
"95, 4th Cross, Pai Layout, Hulimawu, Bannerghatta Road, Bangalore",Donne Biriyani Mane,Bannerghatta Road,[],12.9521804,77.6041899,10626.0
"Shop 1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main, Puttanhalli, JP Nagar, Bangalore",Chef Delicacies,JP Nagar,[],12.9120761,77.57939318031076,10630.0
"Shop 101, Main Road, Ashok Nagar, Brigade Road, Bangalore",Chilli Chicken,Brigade Road,[],12.9714852,77.6069655,10630.0
"51, Rama Temple Road, Near VRR Home, Chandra Layout, Ejipura, Bangalore",C Kosila Kitchen,Ejipura,[],12.945245,77.6269144,10630.0
"496, Ground Floor, CMH Road, Indiranagar, Bangalore",Cafe Coffee Day The Lounge,Indiranagar,[],12.9732913,77.6404672,10632.0
"Ground Floor, Food Court counter 1, Bagmane Tech Park, CV Raman Nagar, Bangalore",Domino's Pizza,CV Raman Nagar,[],12.9856596,77.6638971,10633.5
"Lakshmi Complex, Wind Tunnel Road, Hal Road, Opposite Airforce Camp,Murugeshpalya, Old Airport Road, Bangalore",Venus Bake Point,Old Airport Road,"['egg puff', 'cake', 'tea', 'egg', 'egg puffs']",12.9586397,77.6651309,10633.5
"Room 4 , St Mary's Building, 39/1, Appareadypalya, 2nd Stage, Indiranagar, Bangalore",Bombay Sandwich Company,Indiranagar,[],12.9732913,77.6404672,10635.0
"RGA Tech Park, Counter 7, Lower Ground Floor, Food Court, Survey 31/1, Chikkakannelli Village, Sarjapur Road, Bangalore",Domino's Pizza,Sarjapur Road,[],12.920441,77.6653284,10639.5
"8th Cross, Venkatapura Main Road, Koramangala 1st Block, Bangalore",Malabar Treat,Koramangala 1st Block,[],12.9277245,77.6327822,10639.5
"32, Khaleel Plaza, Opposite Vijaya Collage, RV Road, Basavanagudi, Bangalore",Kolkata King,Basavanagudi,[],12.9417261,77.5755021,10639.5
"Brigade Metropolis, Garudachar Palya, Hoodi, Whitefield, Bangalore",Amaravati Food Court,Whitefield,[],12.9696365,77.7497448,10639.5
"1002, Hoodi Circle, Nagapa Layout, Mahadevapura, Whitefield, Bangalore",Nisarga Restaurant,Whitefield,[],12.9696365,77.7497448,10639.5
"23, Meenakshi Koil Street, Opposite Shivajinagar Bus Stop, Shivajinagar, Bangalore",MM Bar & Restaurant,Shivajinagar,[],12.986391,77.6075416,10639.5
"131, 2nd Main Road, Kasturi Nagar, Opposite Channasandra Bus Stop, Banaswadi, Bangalore",Kartik,Banaswadi,['rice'],13.0141618,77.6518539,10639.5
"856, 3rd Sector, 17th Main Road, HSR Layout, Near Government School, HSR, Bangalore",Hello Brother Hotel,HSR,[],12.9116225,77.6388622,10639.5
"76/5, SR Krishnappa Garden, 32nd East Cross, Tilak Nagar, Jayanagar, Bangalore",Dadaba's,Jayanagar,[],12.9292731,77.5824229,10648.5
"Nallurahalli Borewell Road, Whitefield, Bangalore",Kitchen Online,Whitefield,[],12.9696365,77.7497448,10648.5
"Narasaraj Complex, Hoodi Circle, ITPL Main Road, Whitefield, Bangalore",New Rajalakshmi Sweets,Whitefield,[],12.9696365,77.7497448,10648.5
"32/1,North Road, Hutchins Road Corner, At Thomas Post, Davis Road,Cooke Town, Frazer Town, Bangalore",New Prashanthi Donne Biryani,Frazer Town,[],12.9986827,77.615525,10648.5
"47, Bangalore Agarwal Bhavan, Pattandur Agrahara Road, Infront Of Ellumundyamma Temple, Near ITPL back gate, Whitefield, Bangalore",Bangalore Agarwal Bhavan,Whitefield,[],12.9696365,77.7497448,10648.5
"968, 41st Cross, 3rd Block, Opposite to ESI Hospital, Rajajinagar, Bangalore",Altaj Restaurant,Rajajinagar,[],12.9882338,77.554883,10648.5
"51, 5th Main, 60 Feet Road, BNG Homestay Building, Jai Bheema Nagar, 1st Stage, BTM, Bangalore",Bisimillah Biriyani's & Kebab's,BTM,[],12.91127585,77.60456543431182,10648.5
"33/1, Kundalahalli Road, Brookefield, Bangalore",The Crunch,Brookefield,['sandwich'],12.9668213,77.7168891,10648.5
"61, MSR College Road, New BEL Road, Bangalore",Bhukkad,New BEL Road,[],13.0400592,77.5635717,10648.5
"76/1, Service Road, Opposite to Manpho Expo Ac Post, Nagawara, Bangalore",Andhra Mess,Nagawara,[],13.0431413,77.6209093,10648.5
"5th Floor, Central Mall, Bellandur, Bangalore",Yummy Punjabi Delight,Bellandur,[],12.93103185,77.6782471,10656.0
"2nd Floor, Ruchitha Complex, Anekal Road, Chandapura, Electronic City, Bangalore",Reddy Restaurant,Electronic City,"['ragi mudde', 'mudde', 'rasam', 'veg', 'rice']",12.8487599,77.64825295827616,10656.0
"17, 5th Main Road, Opposite Moti Mahal, Gandhinagar, Majestic, Bangalore",Donne Biriyani Mane,Majestic,[],12.9756601,77.5731558,10656.0
"483, Swetha Mansion Complex, 5th Cross Malleshwaram Circle, Malleshwaram, Bengaluru",Dream Coffee House,Malleshwaram,[],13.0027353,77.5703253,10656.0
"Inside Food Court, Electronic City, Bangalore",Cake Dilim,Electronic City,"['cake', 'chocolate', 'chocolate cake', 'choco']",12.8487599,77.64825295827616,10656.0
"17,1th D Main, Thimmaiah Road, Shivanagar, Shivajinagar, Bangalore",New A1 Chicken Biryani Point,Shivajinagar,[],12.986391,77.6075416,10659.0
"Shop 1344/B, 6th Cross, 11th Main, Leela Palace Road, Kodihalli, HAL 3rd Stage, Indiranagar, Bangalore",Food Lover,Indiranagar,"['tea', 'roll', 'double chicken roll', 'chicken', 'chicken roll']",12.9732913,77.6404672,10660.5
"810, 2nd Floor, 10th Cross, Neeladri Nagar, Above Merlin Beauty Parlour, Phase 1, Electronic City, Bangalore",BIB - Breakfast in the Box,Electronic City,[],12.8487599,77.64825295827616,10660.5
"Vinaya Royal Inn, V-6, Industrial Layout, Hosur Main Road, Phase 1, Electronic City, Bangalore",Bamboo Shades,Electronic City,[],12.8487599,77.64825295827616,10662.0
"Shop 2, 953/B, 60 Feet Main Road, AECS Layout - A Block, Hal Layout, Singasandra, Hosur Road, Bangalore",Dinemaster Gogo's,Hosur Road,[],12.9527111,77.6052566,10664.5
"663, Yash, 17th D Main, 6th Cross, 6th Block, Koramangala 6th Block, Bangalore",Straight From The Heart,Koramangala 6th Block,[],12.9390255,77.6238477,10664.5
"Behind Reliance Fresh, Near Water Tank, 2nd Stage, BTM, Bangalore",Foodies Club,BTM,[],12.91127585,77.60456543431182,10664.5
"176/3, Bilekahalli, Dollars Layout, Bannerghata Main Road, JP Nagar 4th Phase, JP Nagar, Bangalore",New Mogul Empire,JP Nagar,[],12.9120761,77.57939318031076,10664.5
"62, Siddapur Road, Nallurhalli, Whitefield, Bangalore",Rishitha Restaurant,Whitefield,[],12.9696365,77.7497448,10667.0
"Near Raheja Apartment. Behind Sangeeta Mobile, Govindrajnagar, Magadi Road, Bangalore",Parinitha Biryani Corner,Magadi Road,[],12.975608,77.5553564,10671.5
"78/4, 1st Main 10 Cross, SG Palya DRC Post, Taverekere, BTM, Bangalore",Singh Da Dhaba,BTM,[],12.91127585,77.60456543431182,10671.5
"1 , National High School Road, VV Puram, Basavanagudi, Bangalore",Lumbini Snax,Basavanagudi,[],12.9417261,77.5755021,10671.5
"Jambusavari Dinne, Uttarahalli, Hobli, Gottigere Road, JP Nagar 8th Phase, Bangalore",Five Star Chicken,JP Nagar,[],12.9120761,77.57939318031076,10671.5
"Raj kumar Road, Rajarajeshwari Chaudhary landmark, Hyundai Car showroom, Rajajinagar, Bangalore",Indian Chicken Biryani Point,Rajajinagar,[],12.9882338,77.554883,10671.5
"Shop 35, 100 Feet Ring Road, 4th Cross, Muniyappa Layout, Srinivagilu, Vivek Nagar Post, Ejipura, Bangalore",Shahi Darbar,Ejipura,[],12.945245,77.6269144,10671.5
"1, MKV Building, 4th Cross, OMBR Layout, 60 Feet Road, Banaswadi, Bangalore",Cafeteria Al - Falah,Banaswadi,[],13.0141618,77.6518539,10671.5
"Shop no 2 No 34 5th cross, 60ft main road 5th block, Koramangala 5th Block, Bangalore",Karachi Bakery,Koramangala 5th Block,"['chocolate', 'chocolate delight', 'tea', 'choco', 'biscuit', 'sandwich', 'biscuits']",12.9348429,77.6189768,10671.5
31-118,North Indian Meals,JP Nagar,[],12.9120761,77.57939318031076,10677.5
"680/B, 3rd Main Road, 50 feet Road, Raghavandra Block, Magadi Road, Bangalore",Karnataka Briyani point,Peenya,[],13.0329419,77.5273253,10677.5
"117/1, A, 7th main 11cross, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Nammura Donne Biriyani,Bannerghatta Road,[],12.9521804,77.6041899,10677.5
"99, 31st Main Road, Annaiah Reddy Layout, Phase 6, JP Nagar, Bangalore",Gowdru Military Hotel,JP Nagar,[],12.9120761,77.57939318031076,10677.5
"5, MGR Complex, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",Pizza Hut,Sarjapur Road,"['lays', 'pizza']",12.920441,77.6653284,10680.0
"Palm Meadows Club, Airport Varthur Road, Ramagondanahalli, Whitefield, Bangalore",Oak Tavern,Whitefield,['nachos'],12.9696365,77.7497448,10681.0
"Opposite Orion East Mall, Jai Bharat Nagar, Banaswadi Main Road, Banaswadi, Bangalore",Vijaya Gardenia,Banaswadi,"['veg', 'naan.', 'naan']",13.0141618,77.6518539,10682.0
"265, 4th Floor, 1st Main Road, A Block, ACES Layout, Above Ganesh Bhavan, Brookefield, Bangalore",Slurpy Shakes,Brookefield,[],12.9668213,77.7168891,10683.0
"90, 1st Main, Near Oxford College Back Gate, Bommanahalli, Bangalore",Chillax,Bommanahalli,[],12.9089453,77.6239038,10692.5
"1/12, Near Mico Back Gate, -30, Bannerghatta Main Road, Ayappa Garden, Wilson Garden, Bangalore",Ambur Star Dum Biriyani,Wilson Garden,[],12.9489339,77.5968273,10692.5
"1, Nithin Building, Vinayaka Layout, Doddathogur Phase 1, Electronic City, Bangalore",Cafe Crumb'z,Electronic City,[],12.8487599,77.64825295827616,10692.5
"Opposite Corporation Bank, Next to Forum Bakery, Adugodi Main Road, Koramangala 8th Block, Bangalore",Gowri Sweets,Koramangala 8th Block,[],12.9408685,77.617338,10692.5
"1st cross, Vinayaka Theatre Road, Thulasi Theatre Main Road, Marathahalli, Bangalore",Mandya Naati Style Hotel,Marathahalli,[],12.9552572,77.6984163,10692.5
"44, 7th B Cross, Sheshappa Building, Near RTO Office, Rammurthy Nagar, Bangalore",Grub Bucket,Rammurthy Nagar,[],,,10692.5
"Near HP Petrol Pump, Seegehalli, Kadugodi, Whitefield, Bangalore",PMR Restaurant,Whitefield,[],12.9696365,77.7497448,10692.5
"Shop L1 01, Splendid Plaza, Near Sukh Sagar, Koramangala 5th Block, Bangalore",The Monalisa Restaurant,Koramangala 5th Block,[],12.9348429,77.6189768,10692.5
"Play X Arena, 75, Kasavanahalli, Near Total Mall, Sarjapur Road, Bangalore",Minus 4,Sarjapur Road,[],12.920441,77.6653284,10692.5
"Gunjur Palya Road, Sarjapur Road, Bangalore",Neema Restaurant,Sarjapur Road,['rice'],12.920441,77.6653284,10692.5
"3B, 1st Main, Koramangala 7th Block, Bangalore",Banashankari Donne Biriyani,Koramangala 7th Block,[],12.9364846,77.6134783,10692.5
"1, ATR Complex, Murgeshpalya, Old Airport Road, Bangalore",Book My Cakes,Old Airport Road,[],12.9586397,77.6651309,10692.5
"1616, 36th Cross, East End Main Road, 9th Block, Jayanagar, Bangalore, Bengaluru",UNIK Food,Jayanagar,[],12.9292731,77.5824229,10692.5
"36, 2nd Main Road, 3rd Cross, Pipeline Road, New BEL Road, Bangalore",Koithio Kitchen,New BEL Road,"['chicken', 'chicken momo']",13.0400592,77.5635717,10692.5
"RMZ Eco World, Bellandur, Bangalore",Maa Vooru,Bellandur,[],12.93103185,77.6782471,10692.5
"1, 2nd Floor, Venkataswamy Building, Near Prashanth Hospital, Bommanahalli, Bangalore",Abhiruchi Moonlight,Bommanahalli,[],12.9089453,77.6239038,10692.5
"22nd Cross Road, Jayanagar 3rd Block East, Jayanagar, Bangalore",Five Star Chicken,Jayanagar,"['burger', 'nuggets']",12.9292731,77.5824229,10692.5
"Prestige Technology Park, Ring Road, Kadabesenahalli Village, Marathahalli, Bangalore",Delite Chaat House,Marathahalli,"['jalebi', 'rice', 'fafda']",12.9552572,77.6984163,10692.5
"411/1, First Floor, 24th Main 22nd Cross, HSR Layout, Sector 2, HSR, Bangalore",Freshies Gourmet Salads,HSR,"['chicken', 'sandwich']",12.9116225,77.6388622,10702.0
"8, Katriguppe Main Road, Vivekananda Nagar, 3rd Stage, Banashankari, Bangalore",Katriguppe Donne Biryani,Banashankari,[],12.9152208,77.573598,10712.0
"Plot 146, 7th Cross, 19th Main, Near Mantri Sarovar, Sector 4, HSR, Bangalore",Purani Dilli,HSR,['rice'],12.9116225,77.6388622,10712.0
"64, 80 Feet Road, Subbanapalya, Kalyan Nagar, Bangalore",Bismilla Kabab & Biryani Centre,Kalyan Nagar,[],13.0221416,77.6403368,10712.0
"18/1, HMR Complex, Near Ganesh Temple, Bellandur, Bangalore",Parathe Ghar Ke,Bellandur,[],12.93103185,77.6782471,10712.0
"47, 1st Main Road, Kaveri Layout, Suddagunte Palya, BTM, Bangalore",Brew Cafe,BTM,"['red velvet', 'cake', 'red velvet cake']",12.91127585,77.60456543431182,10712.0
"3, Harlur Main Road, Kudlu Gate, Kudlu, Bommanahalli, Bangalore",Foodys Adda,Bommanahalli,[],12.9089453,77.6239038,10712.0
"21/1 58, Car Mansion, Opposite to Doddanekundi Cross, Near Balaji Cycle Store, Marathahalli Main Road, Marathahalli, Bangalore",Kabab Mirchi,Marathahalli,[],12.9552572,77.6984163,10712.0
"35, Sharada Enclave, Kuvempu Road, Sector B, Vignan Nagar, Kaggadaspua, Bangalore",Kerala Cafe,Kaggadasapura,[],12.9846713,77.6790908,10712.0
"126, KGA Road, Kodihalli, Old Airport Road, Bangalore",Amar Kolkata,Old Airport Road,[],12.9586397,77.6651309,10712.0
"22/B, Chikla Hegade Gate, Opposite Alliance University, Chandapura, Anekal Town, Electronic City, Bangalore",Big Apple Restaurant,Electronic City,[],12.8487599,77.64825295827616,10712.0
"52 ,Dayanad Sagar College Road, Teachers Colony, Kumaraswamy Layout, Bangalore",Bangalore Donne Biriyani,Kumaraswamy Layout,[],12.9081487,77.5553179,10712.0
"21, 1st Floor, 3rd Main, 1st Cross, Ashwini Layout, Ejipura, Bangalore",Shiva Sai Andhra Hotel,Ejipura,[],12.945245,77.6269144,10712.0
"33, 3rd Right Cross, Sai Baba Temple Road, Green Garden Layout, Kundalahalli, Marathahalli, Bangalore",Andhra Box,Marathahalli,[],12.9552572,77.6984163,10712.0
"Hotel Kanishka, 2, 2nd Main Road, Gandhi Nagar, Majestic, Bangalore",New Mathura Grand,Majestic,[],12.9756601,77.5731558,10712.0
"1/1,5th Cross Rd, Shankarapura, Bengaluru, Karnataka 560004, India",Garage Pizza,Basavanagudi,[],12.9417261,77.5755021,10712.0
"Ashoka Complex, 102, Gangamma Circle, Jalahalli, Bangalore",Amrita Nadia Sweets,Jalahalli,"['butter masala', 'sweet', 'chicken', 'butter', 'veg', 'chicken curry']",13.0464531,77.5483803,10712.0
"Indian Express Building, 1st Floor, Queens Road, Cunningham Road, Bangalore",Chaithanya Andhra Style Family Restaurant,Cunningham Road,"['banana', 'rice']",12.9859035,77.5958864,10712.0
"2, Konappana Agrahara Main Road, Electronic City, Bangalore",Cafe Shawamek,Electronic City,[],12.8487599,77.64825295827616,10712.0
"78/2-23, Fourth Cross, Venkteshwari Layout, Behind Christ College, BTM, Bangalore",NY8LIFE,BTM,[],12.91127585,77.60456543431182,10712.0
"7, First Cross, Nandi Durga Road, Jaymahal Extension, Frazer Town, Bangalore",China Hut,Frazer Town,['bhel'],12.9986827,77.615525,10722.0
"Opposite RBANMS Grounds, St John's Road, Ulsoor, Bangalore",Sangam Kabab Corner,Ulsoor,"['kalmi kabab', 'kalmi kabab.', 'kabab', 'veg', 'kalmi', 'rice']",12.9778793,77.6246697,10724.0
"Electronic City, Bangalore",Eat Repeat Express,Electronic City,['lime'],12.8487599,77.64825295827616,10724.0
"Shop 15, Sree Mahadeshwara Plaza, BTM 1st Stage, Near Jaibheema Nagar Bus Stop, 60 Feet Road, BTM, Bangalore",Naati Biriyani,BTM,[],12.91127585,77.60456543431182,10724.0
"#6, 12th main, N.S Palya, lakeroad, BTM 2nd stage, Bangalore 560076",RCS Kitchen,BTM,"['cheese', 'latte', 'cheese nachos platter', 'cheese nachos', 'nachos platter', 'nachos']",12.91127585,77.60456543431182,10726.0
